Time,speed,power,accumulated_usage,road_type,address
2024-10-01 10:48:00,11.5,157.46091127669328,101657.11,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县永宁镇G3012吐和高速焉耆服务区(吐和高速吐鲁番方向)西南175米
2024-10-01 10:49:00,46.0,151.73383052519804,101658.13,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县查汗采开乡G3012吐和高速G3012吐和高速西南76米
2024-10-01 10:50:00,50.0,124.22582245609448,101659.235,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县查汗采开乡G3012吐和高速G3012吐和高速西南472米
2024-10-01 10:52:00,54.0,120.3576773292409,101661.19,高速,新疆维吾尔自治区铁门关市天湖镇G3012吐和高速27团出口(G3012吐和高速东北向)西165米
2024-10-01 10:53:00,55.0,111.11142268963498,101662.125,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速三角地东北306米
2024-10-01 10:54:00,56.0,120.69578003939716,101663.06,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速三角地西南162米
2024-10-01 10:59:00,55.5,105.38349400681037,101667.31,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速包日托勒尕下村东南545米
2024-10-01 11:00:00,57.0,127.75605004518656,101668.16,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速北奥特其东南128米
2024-10-01 11:03:00,59.0,110.52549364010974,101670.88,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速相思湖大桥东北906米
2024-10-01 11:04:00,56.0,116.56608888667452,101671.815,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县兵团二十七团G3012吐和高速相思湖大桥东北345米
2024-10-01 11:06:00,57.0,90.24632225590057,101673.685,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县四十里城子镇G3012吐和高速紫泥泉一号大桥东北753米
2024-10-01 11:10:00,55.0,121.49054092153054,101676.83,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县王家庄牧场G3012吐和高速相思湖收费站(314国道东北向)东北904米
2024-10-01 11:11:00,55.5,200.78937115509711,101677.85,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县王家庄牧场G3012吐和高速相思湖收费站(314国道东北向)南168米
2024-10-01 11:14:00,60.0,119.4619465982716,101682.015,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县王家庄牧场G3012吐和高速紫泥泉出口(G3012吐和高速西南向)东北372米
2024-10-01 11:15:00,56.0,101.91138736889616,101682.95,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县王家庄牧场G3012吐和高速紫泥泉出口(G3012吐和高速东北向)北25米
2024-10-01 11:16:00,58.5,66.07205397254248,101683.8,高速,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县七个星镇G3012吐和高速紫泥泉出口(G3012吐和高速东北向)西南541米
2024-10-01 11:18:00,59.5,66.29809082833663,101684.905,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速转角自选超市东北977米
2024-10-01 11:19:00,57.0,104.06112523786037,101685.585,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速转角自选超市东南193米
2024-10-01 11:20:00,57.0,124.25345315851428,101686.35,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速塔什店东桥东北219米
2024-10-01 11:21:00,55.0,219.18674917713432,101687.455,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速塔什店收费站入口(库尔勒方向)西南88米
2024-10-01 11:22:00,43.0,272.0802013325546,101689.07,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速新疆万方物资再生利用有限公司西355米
2024-10-01 11:23:00,37.0,197.9176493197942,101690.855,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速塔什店服务区(吐和高速吐鲁番方向)东北162米
2024-10-01 11:25:00,26.5,48.678290388662,101693.575,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速超限超载检测库尔勒北出口站南743米
2024-10-01 11:26:00,10.0,135.56404120092205,101694.255,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速超限超载检测库尔勒北出口站西南745米
2024-10-01 11:27:00,38.0,272.3913328650329,101695.445,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速超限超载检测库尔勒北出口站西南886米
2024-10-01 11:28:00,41.25,281.27855490644566,101697.315,高速,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市塔什店镇G3012吐和高速
